the_geom,OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
POINT (-122.426337216114 37.777386943556),24048,Grove St&Laguna St SE-FS/PS,GROVLGN1,GROVLGNA,4921,37.777381999999996,-122.42632399999999,0,LAGUNA ST,GROVE ST,FS,SE,,1,10/29/2017 05:39:39 PM +0000,653516,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.468668214781 37.707053935155),26173,Daly City Bart West Station Rd.,DCBTWEST,,7606,37.707048999999998,-122.468655,0,BART ACCESS RD,WEST STATION RD,,,,0,10/29/2017 05:39:39 PM +0000,657603,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.437265213529 37.738284939603),25588,Diamond St&Diamond Heights Blvd  S-FS/PS,DIAMDHTS,DIAMDHTS,7251,37.738279999999996,-122.437252,0,DIAMOND HEIGHTS BLVD,DIAMOND ST,FS,S,FL,0,10/29/2017 05:39:39 PM +0000,656370,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.527259237548 37.832588940992),23078,Bunker Rd&Miwok Trail NW-FS/SB,BUNKMWO0,BUNKMWOK,3805,37.832583999999997,-122.52724599999999,0,,BUNKER RD,FS,NW,,0,10/29/2017 05:39:39 PM +0000,652339,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.427672213843 37.754789941611),23244,Church St&22ND St SE-NS/PS,CHUR22S1,CHUR22ST,3994,37.754784999999998,-122.42765900000001,0,22ND ST,CHURCH ST,NS,SE,,0,10/29/2017 05:39:39 PM +0000,652598,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.417189218293 37.806056947289),24614,North Point St&Jones St SW-NS/BZ,N.PTJON0,N.PTJONE,5461,37.806052000000001,-122.417176,0,JONES ST,NORTH POINT ST,NS,SW,BZ,0,10/29/2017 05:39:39 PM +0000,654692,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.383713205707 37.742544944384),24268,Mendell St&Newhall St NE-FS/SB,MENDNEW1,MENDNEWH,5507,37.742539999999998,-122.3837,0,NEWHALL ST,MENDELL ST,FS,NE,,0,10/29/2017 05:39:39 PM +0000,653981,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.493401226585 37.779819939298),25187,33rd Ave&Geary Blvd NW-NS/BZ,33AVGEA0,33AVGEAR,3558,37.779814999999999,-122.493388,0,GEARY BLVD,33RD AVE,NS,NW,BZ,1,10/29/2017 05:39:39 PM +0000,655773,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.435729213531 37.740041940204),23023,Addison St&Diamond Heights Blvd SE,ADDIDHT0,ADDIDHTS,3615,37.740037000000001,-122.435716,0,DIAMOND HEIGHTS BLVD,ADDISON ST,FS,NW,,0,10/29/2017 05:39:39 PM +0000,652267,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.383063205457 37.734694943161),24605,Hudson Ave&Ardath Ct NW-NS,HUDSARD0,HUDSARDT,5042,37.734690000000001,-122.38305,0,ARDATH CT,HUDSON AVE,NS,NW,FL,0,10/29/2017 05:39:39 PM +0000,654674,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.490435224235 37.764947937765),24508,Lincoln Way&31st Ave NW-FS/BZ,LWAY31A0,LWAY31AV,5320,37.764942999999995,-122.490422,0,31ST AVE,LINCOLN WY,FS,NW,BZ,0,10/29/2017 05:39:39 PM +0000,654868,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.484833226047 37.783954940065),23353,California St&25TH Ave NE-NS/PS,CALI25A0,CALI25AV,3839,37.783949999999997,-122.48482,0,25TH AVE,CALIFORNIA ST,NS,NE,,0,10/29/2017 05:39:39 PM +0000,652405,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.473720220609 37.746749937982),22971,17th Ave&Rivera St SE-NS,17AVRVR0,17AVRVRA,3305,37.746744999999997,-122.47370699999999,0,RIVERA ST,17TH AVE,NS,SE,,1,10/29/2017 05:39:39 PM +0000,651794,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.439443219494 37.78526394392),24429,Sutter St&Divisadero St SE-FS/BZ,SUTTDIV1,SUTTDIVI,6590,37.785258999999996,-122.43943,0,DIVISADERO ST,SUTTER ST,FS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,654738,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.416738210226 37.734970941274),23554,Crescent Ave&Andover St NE-NS/PS,CRESAND0,CRESANDV,4189,37.734966,-122.416725,0,ANDOVER ST,CRESCENT AVE,NS,NE,,0,10/29/2017 05:39:39 PM +0000,652815,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.491956226189 37.779615939065),24592,Geary Blvd&32ND Ave SE-FS/BZ,GEAR32A1,GEAR32AV,4275,37.779610999999996,-122.49194299999999,0,,,FS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,654648,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.505845226474 37.760497937082),24203,Judah St&46th Ave NE-NS/SI,JUDA46A0,JUDA46AV,5215,37.760492999999997,-122.505832,0,46TH AVE,JUDAH ST,NS,NE,SI,0,10/29/2017 05:39:39 PM +0000,653863,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.443647220239 37.78774294335),23221,California St&Baker St NE-NS/BZ,CALIBAK0,CALIBAKR,3847,37.787737999999997,-122.443634,0,BAKER ST,CALIFORNIA ST,NS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,652177,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.507053227381 37.771594937853),23585,Fulton St&46TH Ave NW-FS/BZ,FULT46A0,FULT46AV,4221,37.771589999999996,-122.50704,0,46TH AVE,FULTON ST,FS,NW,BZ,0,10/29/2017 05:39:39 PM +0000,652857,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.396892213247 37.791943947652),22901,Beale St&Mission St W-MB/BZ,BEALMIS0,BEALMISS,3089,37.791938999999999,-122.396879,0,DAVIS ST,BEALE ST,MB,W,BZ,1,10/29/2017 05:39:39 PM +0000,651658,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.402174210661 37.759440943764),25985,Rhode Island St&20th St SW-FS/SB,R IS20S0,R IS20ST,6195,37.759436000000001,-122.40216100000001,0,20TH ST,RHODE ISLAND ST,FS,SW,,0,10/29/2017 05:39:39 PM +0000,657289,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.50958322752 37.763930936893),23993,Lincoln Way&La Playa St SW-NS/PS,LWAYLAP0,LWAYLAPL,5329,37.763925999999998,-122.50957,0,LA PLAYA ST,LINCOLN WY,NS,SW,,1,10/29/2017 05:39:39 PM +0000,653830,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.402953215507 37.802344947731),25527,Sansome St&Filbert St NE-FS/BZ,SANSFIL1,SANSFILB,6329,37.802340000000001,-122.40294,0,FILBERT ST,SANSOME ST,FS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,656659,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.482250220336 37.734559936704),25982,Sloat Blvd&Paraiso Pl NE-NS/BZ,SLOAPAR0,SLOAPARA,6460,37.734555,-122.482237,0,PARAISO PL,SLOAT BLVD,NS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,657286,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.397787211564 37.773322945751),25794,King St&6th St **,KING.6S0,KING.6ST,5241,37.773317999999996,-122.397774,0,,I-280 S ON RAMP,,**,,0,10/29/2017 05:39:39 PM +0000,656761,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.43681922127 37.802821945615),23864,Fillmore St&Cervantes Blvd NW-NS,FILLCVT0,FILLCVTS,4610,37.802816999999997,-122.436806,0,BAY ST,FILLMORE ST,NS,NW,BZ,0,10/29/2017 05:39:39 PM +0000,653221,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.428208214908 37.761374942351),23124,18th St&Church St NE-NS/BZ,18STCHU1,18STCHUR,3322,37.761369999999999,-122.428195,0,CHURCH ST,18TH ST,NS,NE,BZ,1,10/29/2017 05:39:39 PM +0000,652027,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.431672214443 37.749677941344),22777,Noe St&25th St SW-NS,NOE.25ST,25STNOE.,3510,37.749673000000001,-122.431659,0,25TH ST,NOE ST,NS,SW,,0,10/29/2017 05:39:39 PM +0000,651943,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.465247215177 37.719768935919),24589,Garfield St&Victoria St NE-NS/SB,GARFVIC1,,7196,37.719763999999998,-122.465234,0,VICTORIA ST,GARFIELD ST,,NE,,0,10/29/2017 05:39:39 PM +0000,654644,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.434638215441 37.756102941976),23892,Castro St&21ST St W-MI/SB,CTRO21S0,CTRO21ST,4321,37.756098000000001,-122.434625,0,21ST ST,CASTRO ST,MI,W,,0,10/29/2017 05:39:39 PM +0000,653258,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.475799218737 37.728787935864),23699,20th Ave&Macy's-Stonestown SW-FS/BZ,20AVMACY,,7211,37.728783,-122.475786,0,SLOAT BLVD,20TH AVE,,SW,,0,10/29/2017 05:39:39 PM +0000,653309,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.422056210194 37.725602939657),24517,Felton St&Madison St N-MB,FELTMAD0,FELTMADI,4589,37.725597999999998,-122.422043,0,MADISON ST,FELTON ST,MB,N,FL,0,10/29/2017 05:39:39 PM +0000,654895,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.389701206976 37.737645943581),24336,3rd St&Kirkwood/La Salle N-FS,3ST KWL0,,7403,37.737640999999996,-122.38968800000001,0,KIRKWOOD AVE,3RD ST,,,,0,10/29/2017 05:39:39 PM +0000,654503,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.509889228768 37.773210937018),24636,Cabrillo St&La Playa SE-FS/BZ,CBROLAP1,,7204,37.773206000000002,-122.50987599999999,0,LA PLAYA ST,CABRILLO ST,,SE,,0,10/29/2017 05:39:39 PM +0000,655116,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.475885227516 37.806672942807),23773,Merchant Rd&Golden Gate Br. N-NS/SB,GGBRMCH0,GGBRMCHT,4776,37.806667999999995,-122.475872,0,MERCHANT RD,UNNAMED 152,NS,N,FL,0,10/29/2017 05:39:39 PM +0000,653452,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.46106121865 37.750954938867),24164,Laguna Honda Bl.&Clarendon Ave E-MB,LGHNCLD1,LGHNCLDN,5243,37.750949999999996,-122.46104800000001,0,CLARENDON AVE,LAGUNA HONDA BLVD,FS,S,,0,10/29/2017 05:39:39 PM +0000,654144,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.441863219249 37.777314942563),24163,McAllister St&Baker St SW-NS/BZ,MCALBAK1,MCALBAKR,5385,37.77731,-122.44185,0,BAKER ST,MCALLISTER ST,NS,SW,BZ,1,10/29/2017 05:39:39 PM +0000,654142,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.379334204803 37.737015943617),24266,Middle Point Rd & Acacia,MDPTACA0,MDPTWPTN,5501,37.737010999999995,-122.379321,0,WEST POINT RD,MIDDLE POINT RD,FS,NE,,0,10/29/2017 05:39:39 PM +0000,653977,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.445305218767 37.770200941547),25793,Haight St&Masonic Ave SE-FS/BZ,HAITMSI1,HAITMSIC,4958,37.770195999999999,-122.44529199999999,0,MASONIC AVE,HAIGHT ST,FS,SE,BZ,0,10/29/2017 05:39:39 PM +0000,656757,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.407574215783 37.794086946726),23301,Clay St&Stockton St SE-FS/BZ,CLAYSTO1,CLAYSTOK,4029,37.794081999999996,-122.407561,0,STOCKTON ST,CLAY ST,FS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,652701,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.465702220135 37.756512939034),22933,9th Ave&Moraga St SE-NS/BZ,9AVMOR1,9AVMORA,3223,37.756507999999997,-122.465689,0,MORAGA ST,9TH AVE,NS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,651729,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.479727222334 37.75590293863),24776,22nd Ave&Moraga St SE-NS/SB,22AVMOR1,22AVMORA,3430,37.755897999999995,-122.479714,0,MORAGA ST,22ND AVE,NS,SE,,0,10/29/2017 05:39:39 PM +0000,654951,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.469810218363 37.734713937013),25385,Saint Francis&San Fernando SW-NS/SB,STFRSNF1,STFRSNFR,6508,37.734708999999995,-122.469797,0,SAN FERNANDO WAY,SAINT FRANCIS BLVD,NS,SW,,0,10/29/2017 05:39:39 PM +0000,656012,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.43409321248 37.733492939541),23235,Bosworth St&Diamond St SE-FS/BZ,BOSWDIA0,BOSWDIAM,3696,37.733488000000001,-122.43407999999999,0,DIAMOND ST,BOSWORTH ST,FS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,652194,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.386963205354 37.735854943476),23068,Cashmere St&La Salle Ave NE-FS,CASHLSA0,CASHLSAL,3921,37.735849999999999,-122.38695,0,LA SALLE AVE,CASHMERE ST,FS,NE,FL,0,10/29/2017 05:39:39 PM +0000,652328,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.434161212065 37.733510940053),23467,Diamond St&Bosworth St SE-NS/BZ,DIAMBOS1,DIAMBOSW,4386,37.733505999999998,-122.43414799999999,0,BOSWORTH ST,DIAMOND ST,NS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,652971,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.419173217437 37.790704945713),23383,California St&Larkin St SW-NS,CALILAR1,CALILARK,3874,37.790700000000001,-122.41916000000001,0,LARKIN ST,CALIFORNIA ST,NS,SW,,0,10/29/2017 05:39:39 PM +0000,652455,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.414134216081 37.791476946233),23104,California St&Jones St N-MI,CALIJON0,CALIJONE,3869,37.791471999999999,-122.41412099999999,0,JONES ST,CALIFORNIA ST,MI,N,,0,10/29/2017 05:39:39 PM +0000,652378,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.484993217138 37.709134933931),23769,1100 Lake Merced Blvd SE-NS/SB,L M 1101,L M 1100,4828,37.709130000000002,-122.48498000000001,0,UNNAMED 129,LAKE MERCED BLVD,NS,SE,,0,10/29/2017 05:39:39 PM +0000,653447,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.426223218867 37.793584944799),23965,Jackson St&Gough St NE-NS/SB,JACKGOU1,JACKGOUG,5149,37.793579999999999,-122.42621,0,GOUGH ST,JACKSON ST,NS,NE,,0,10/29/2017 05:39:39 PM +0000,653795,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.430486216191 37.772073942914),26175,Fillmore St&Haight St SW-FS/SB,FILLHAI2,,7636,37.772068999999995,-122.43047300000001,,LAUSSAT ST,FILLMORE ST,,,,,10/29/2017 05:39:39 PM +0000,657606,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.400995214957 37.793149946779),23615,California St&Sansome St NE-NS,CALISAN0,CALISANS,3894,37.793144999999996,-122.400982,0,SANSOME ST,CALIFORNIA ST,NS,NE,,1,10/29/2017 05:39:39 PM +0000,652903,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.41881720881 37.718901939844),25207,Mansell St&John F Shelley Dr NW-FS/SB,MANSJSHW,MANSJSHW,5347,37.718896999999998,-122.41880399999999,0,JOHN F SHELLEY DR,MANSELL ST,FS,NW,,0,10/29/2017 05:39:39 PM +0000,655806,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.474950218138 37.727021936188),23163,19th Ave&Winston Dr NW-NS/SI,19AVWINO,19AVWINS,3403,37.727016999999996,-122.474937,0,WINSTON DR,19TH AVE,NS,NW,FL,1,10/29/2017 05:39:39 PM +0000,652081,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.492438226388 37.781806939492),23135,32nd Ave&Clement St NW-NS/PS,32AVCLM0,32AVCLMT,3549,37.781801999999999,-122.492425,0,CLEMENT ST,32ND AVE,NS,NW,,0,10/29/2017 05:39:39 PM +0000,652041,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.437400215089 37.752774940728),25903,23rd St&Eureka St NE-NS/PS,23STERK0,23STERKA,3449,37.752769999999998,-122.437387,0,EUREKA ST,23RD ST,NS,NE,,0,10/29/2017 05:39:39 PM +0000,657144,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.502462222345 37.726396934317),25316,Skyline Blvd&Harding Rd SE-NS/SB,SKYLHAR2,SKYLHARD,6431,37.726391999999997,-122.502449,0,HARDING RD,SKYLINE BLVD,NS,SE,,0,10/29/2017 05:39:39 PM +0000,656281,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.411846217815 37.805742947677),25351,Powell St&Bay St SE-NS/PS,POWLBAY1,POWLBAY,6045,37.805737999999998,-122.411833,0,BAY ST,POWELL ST,NS,SE,,0,10/29/2017 05:39:39 PM +0000,656342,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.436333219291 37.792205944409),23981,Jackson St&Steiner St SW-NS/BZ,JACKSTE1,JACKSTEI,5163,37.792200999999999,-122.43631999999999,0,STEINER ST,JACKSON ST,NS,SW,BZ,0,10/29/2017 05:39:39 PM +0000,653813,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.399855211428 37.766291944869),26226,16th Street & Wisconsin St NW-FS/BZ,16STWIS1,,7769,37.766286999999998,-122.39984200000001,,CAROLINA ST,16TH ST,,,,,10/29/2017 05:39:39 PM +0000,657675,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.467064219349 37.7489819386),25418,Quintara St&Cragmont Ave SE-FS/PS,QUINCRA1,QUINCRAG,6169,37.748976999999996,-122.467051,0,CRAGMONT AVE,QUINTARA ST,FS,SE,,0,10/29/2017 05:39:39 PM +0000,656101,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.456143213401 37.716434936621),25634,Plymouth Ave&Montana St SW-FS,PLYMMON0,PLYMMONT,5972,37.716429999999995,-122.45613,0,MONTANA ST,PLYMOUTH AVE,FS,SW,FL,0,10/29/2017 05:39:39 PM +0000,656457,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.377230214959 37.828185951522),23894,Gateview Ave&Mason Ct SW-FS/SB,GTVWMAC0,GTVWMACT,4935,37.828181000000001,-122.377217,0,MASON CT,GATEVIEW AVE,FS,NW,FL,0,10/29/2017 05:39:39 PM +0000,653648,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.419361213243 37.762639943318),24146,Mission St&18th St NE-FS/BZ,MISS18S1,MISS18ST,5553,37.762634999999996,-122.419348,0,18TH ST,MISSION ST,FS,NE,BZ,1,10/29/2017 05:39:39 PM +0000,654091,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.469286214697 37.705768935106),24620,Daly City Bart Station W-FS/SB,D.C.BART,D.C.BART,4341,37.705763999999995,-122.469273,0,WEST STATION RD,BART ACCESS RD,NS,NW,TR,0,10/29/2017 05:39:39 PM +0000,654702,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.503101224739 37.753164936506),25075,Noriega St&44th Ave NW-FS/BZ,NORI44A0,NORI44AV,5759,37.753160000000001,-122.50308799999999,0,44TH AVE,NORIEGA ST,NS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,655454,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.397243204194 37.711214940753),25108,Blanken Ave&Nueva Ave NE-NS/SB,BLKNNUV1,BLKNNUVA,7008,37.711210000000001,-122.39723000000001,0,NUEVA AVE,BLANKEN AVE,NS,SE,,0,10/29/2017 05:39:39 PM +0000,655913,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.495137224077 37.753301937114),25263,Sunset Blvd&Noriega St SE-NS/SB,SUNSNOR1,SUNSNORI,6540,37.753296999999996,-122.495124,0,NORIEGA ST,SUNSET BLVD,NS,SE,,1,10/29/2017 05:39:39 PM +0000,656198,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.469488217103 37.729949936425),24123,Ocean Ave&San Leandro Way W-NS/SI,OCENSNL0,OCENSNLE,5807,37.729945000000001,-122.469475,0,SAN FERNANDO WAY,OCEAN AVE,NS,W,SI,0,10/29/2017 05:39:39 PM +0000,654034,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.405317210213 37.754302943751),22857,23rd St&Utah St SE-FS/BZ,23STUTA1,23STUTAH,3454,37.754297999999999,-122.405304,0,UTAH ST,23RD ST,FS,SE,BZ,1,10/29/2017 05:39:39 PM +0000,651579,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.431204218594 37.791925945128),25160,Washington St&Buchanan St SW-NS/PS,WASHBUC0,WASHBUCH,6915,37.791920999999995,-122.431191,0,BUCHANAN ST,WASHINGTON ST,NS,SW,,1,10/29/2017 05:39:39 PM +0000,655731,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.427190218573 37.798215945198),24537,Union St&Gough St NE-NS/BZ,UNINGOU0,UNINGOUG,6756,37.798210999999995,-122.427177,0,GOUGH ST,UNION ST,NS,NE,BZ,0,10/29/2017 05:39:39 PM +0000,654542,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.458918218363 37.748215939222),24167,Forest Hill Station NW NS/SB,FHS...SO,FHS.LVG.,5247,37.748210999999998,-122.458905,0,LENOX WAY,LAGUNA HONDA BLVD,FS,SW,BZ,0,10/29/2017 05:39:39 PM +0000,654156,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
POINT (-122.446818218113 37.762982941384),23188,Ashbury St&Clayton St SE-FS/PS,ASHBCLT1,ASHBCLTN,3659,37.762977999999997,-122.446805,0,CLAYTON ST,ASHBURY ST,FS,SE,,0,10/29/2017 05:39:39 PM +0000,652112,109,,LBIENENFELD,10/30/2017 05:42:13 PM +0000,LBIENENFELD,10/30/2017 05:42:13 PM +0000
